AppTimestamp(s),SensorTimeStamp(s),Name_SSID,MAC_BSSID,RSS,Label,Latitude,Longitude
5.055,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
5.055,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
5.055,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
5.055,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
5.055,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
5.055,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
5.055,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
5.055,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
5.055,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
5.055,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
5.055,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
5.055,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
5.055,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
5.055,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
5.055,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
7.052,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
7.052,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
7.052,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
7.052,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
7.052,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
7.052,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
7.052,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
7.052,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
7.052,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
7.052,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
7.052,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
7.052,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
7.052,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
7.052,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
7.052,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
7.052,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
7.052,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
9.048,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
9.048,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
9.048,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
9.048,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
9.048,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
9.048,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
9.048,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
9.048,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
9.048,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
9.048,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
9.048,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
9.048,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
9.048,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
9.048,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
9.048,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
9.048,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
9.048,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
11.052,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
11.052,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
11.052,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
11.052,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
11.052,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
11.052,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
11.052,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
11.052,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
11.052,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
11.052,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
11.052,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
11.052,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
11.052,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
11.052,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
11.052,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
11.052,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
11.052,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
13.051,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
13.051,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
13.051,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
13.051,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
13.051,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
13.051,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
13.051,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
13.051,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
13.051,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
13.051,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
13.051,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
13.051,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
13.051,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
13.051,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
13.051,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
13.051,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
13.051,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
15.051,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
15.051,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
15.051,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
15.051,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
15.051,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
15.051,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
15.051,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
15.051,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
15.051,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
15.051,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
15.051,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
15.051,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
15.051,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
15.051,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
15.051,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
15.051,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
15.051,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
17.051,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
17.051,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
17.051,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
17.051,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
17.051,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
17.051,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
17.051,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
17.051,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
17.051,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
17.051,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
17.051,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
17.051,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
17.051,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
17.051,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
17.051,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
17.051,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
17.051,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
19.05,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
19.05,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
19.05,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
19.05,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
19.05,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
19.05,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
19.05,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
19.05,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
19.05,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
19.05,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
19.05,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
19.05,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
19.05,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
19.05,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
19.05,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
19.05,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
19.05,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
21.048,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
21.048,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
21.048,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
21.048,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
21.048,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
21.048,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
21.048,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
21.048,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
21.048,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
21.048,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
21.048,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
21.048,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
21.048,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
21.048,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
21.048,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
21.048,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
21.048,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
23.051,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
23.051,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
23.051,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
23.051,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
23.051,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
23.051,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
23.051,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
23.051,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
23.051,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
23.051,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
23.051,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
23.051,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
23.051,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
23.051,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
23.051,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
23.051,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
23.051,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
25.052,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
25.052,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
25.052,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
25.052,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
25.052,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
25.052,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
25.052,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
25.052,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
25.052,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
25.052,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
25.052,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
25.052,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
25.052,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
25.052,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
25.052,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
25.052,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
25.052,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
27.049,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
27.049,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
27.049,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
27.049,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
27.049,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
27.049,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
27.049,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
27.049,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
27.049,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
27.049,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
27.049,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
27.049,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
27.049,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
27.049,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
27.049,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
27.049,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
27.049,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
29.051,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
29.051,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
29.051,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
29.051,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
29.051,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
29.051,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
29.051,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
29.051,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
29.051,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
29.051,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
29.051,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
29.051,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
29.051,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
29.051,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
29.051,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
29.051,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
29.051,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
31.051,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
31.051,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
31.051,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
31.051,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
31.051,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
31.051,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
31.051,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
31.051,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
31.051,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
31.051,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
31.051,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
31.051,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
31.051,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
31.051,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
31.051,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
31.051,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
31.051,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
33.052,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
33.052,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
33.052,2724685.851,UJI,06:18:d6:82:26:e8,-61.0,1.0,0.0,5.4
33.052,2724685.42,UJI,06:18:d6:81:26:e8,-61.0,1.0,0.0,5.4
33.052,2724685.255,eduroam,dc:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
33.052,2724685.275,UJI,de:9f:db:1b:63:ed,-64.0,1.0,0.0,5.4
33.052,2724685.835,UJI,de:9f:db:1c:63:ed,-67.0,1.0,0.0,5.4
33.052,2724685.275,GEOTECWIFI03,f8:1a:67:37:05:b8,-67.0,1.0,0.0,5.4
33.052,2724685.843,eduroam,dc:9f:db:1c:63:ed,-68.0,1.0,0.0,5.4
33.052,2724685.89,lt1iot,58:d9:d5:46:90:99,-73.0,1.0,0.0,5.4
33.052,2724685.696,eduroam,dc:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
33.052,2724685.656,UJI,de:9f:db:1b:91:6a,-77.0,1.0,0.0,5.4
33.052,2724685.416,lt1iot,58:d9:d5:ef:45:b1,-81.0,1.0,0.0,5.4
33.052,2724686.712,,58:d9:d5:82:52:e4,-83.0,1.0,0.0,5.4
33.052,2724685.049,UJI,02:27:22:ad:62:85,-84.0,1.0,0.0,5.4
33.052,2724685.026,MOVISTAR_E95D,cc:d4:a1:8a:e9:5f,-90.0,1.0,0.0,5.4
33.052,2724684.704,Wifi_Ale,78:8c:b5:89:6f:f2,-91.0,1.0,0.0,5.4
35.052,2724689.056,eduroam,04:18:d6:81:26:e8,-59.0,1.0,0.0,5.4
35.052,2724685.899,eduroam,04:18:d6:82:26:e8,-59.0,1.0,0.0,5.4
